Execution Started ...
Leader is :99869
457 knows Leader is 99869
58772 knows Leader is 99869
93280 knows Leader is 99869
30462 knows Leader is 99869
32701 knows Leader is 99869
78342 knows Leader is 99869
88875 knows Leader is 99869
8201 knows Leader is 99869
72681 knows Leader is 99869
15304 knows Leader is 99869
19253 knows Leader is 99869
77988 knows Leader is 99869
74387 knows Leader is 99869
61700 knows Leader is 99869
88379 knows Leader is 99869
33924 knows Leader is 99869
5744 knows Leader is 99869
40124 knows Leader is 99869
32182 knows Leader is 99869
41075 knows Leader is 99869
26795 knows Leader is 99869
56586 knows Leader is 99869
7637 knows Leader is 99869
85402 knows Leader is 99869
767 knows Leader is 99869
71447 knows Leader is 99869
33915 knows Leader is 99869
37136 knows Leader is 99869
70751 knows Leader is 99869
60013 knows Leader is 99869
37912 knows Leader is 99869
74455 knows Leader is 99869
56900 knows Leader is 99869
92668 knows Leader is 99869
59575 knows Leader is 99869
71316 knows Leader is 99869
73267 knows Leader is 99869
59019 knows Leader is 99869
90670 knows Leader is 99869
71401 knows Leader is 99869
63861 knows Leader is 99869
15732 knows Leader is 99869
88714 knows Leader is 99869
33962 knows Leader is 99869
24563 knows Leader is 99869
34369 knows Leader is 99869
68499 knows Leader is 99869
2579 knows Leader is 99869
83774 knows Leader is 99869
62659 knows Leader is 99869
85971 knows Leader is 99869
31444 knows Leader is 99869
74155 knows Leader is 99869
69603 knows Leader is 99869
18316 knows Leader is 99869
35708 knows Leader is 99869
Leader Elected .. All Nodes Terminatd.
